Template,Function,Genome,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,shotgunReadcount,RelavantPercentInVF,PercentageInShotgun,SampleID
VFG048693,"type VI secretion system ATPase TssH",Klebsiella pneumoniae subsp. pneumoniae HS11286,11601,263,2655,95.4,96.53,98.83,103.59,4.62,10833.98,1e-26,17550363,0.0325954704594802,9.31616406695803e-06,FMT.0001E
VFG048518,"outer membrane receptor FepA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,10114,222,2229,96.77,99.91,96.86,100.09,5.15,9467.06,1e-26,17550363,0.0315729166459779,9.02390630968086e-06,FMT.0001E
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,8188,104,1041,88.95,100.58,88.44,99.43,10.91,7880.78,1e-26,17550363,0.0314467347847493,8.98784206808813e-06,FMT.0001E
VFG048751,"type VI secretion protein TssM",Klebsiella pneumoniae subsp. pneumoniae HS11286,10971,340,3426,90.66,93.26,97.21,107.23,3.45,9990.25,1e-26,17550363,0.0303452214631075,8.67301676623795e-06,FMT.0001E
VFG048277,"outer membrane usher protein ",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,10734,263,2646,97.28,97.43,99.84,102.64,4.11,9969.73,1e-26,17550363,0.0291684136872011,8.33667143478323e-06,FMT.0001E
VFG043624,"fimbrial adhesin protein precursor MrkD",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,9196,99,996,98.29,100,98.29,100,10.31,8902.06,1e-26,17550363,0.0282687399217909,8.07953422255253e-06,FMT.0001E
VFG048736,"(tle1) type VI secretion system effector ",Klebsiella pneumoniae subsp. pneumoniae HS11286,8991,241,2418,91.65,94.54,96.94,105.77,4.04,8291.71,1e-26,17550363,0.025423872749303,7.26643814036692e-06,FMT.0001E
VFG048468,"iron-enterobactin transporter membrane protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,8263,100,1008,93.75,95.93,97.72,104.24,9.36,7965.37,1e-26,17550363,0.0249160544835535,7.12129778150014e-06,FMT.0001E
VFG048808,"phosphomannomutase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7848,137,1371,97.23,100.07,97.16,99.93,6.46,7445.55,1e-26,17550363,0.0243984546087755,6.97336172515565e-06,FMT.0001E
VFG048704,"type VI secretion system tip protein VgrG",Klebsiella pneumoniae subsp. pneumoniae HS11286,8609,236,2370,94.77,95.86,98.86,104.31,3.81,7923.54,1e-26,17550363,0.0238286365344699,6.81050110085055e-06,FMT.0001E
VFG043626,"fimbrial chaperone protein mrkB precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7990,70,702,99.57,100,99.57,100,11.64,7781.66,1e-26,17550363,0.0224946136776136,6.4292218731433e-06,FMT.0001E
VFG048797,"UDP-glucose 6-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,6198,117,1167,83.72,87.4,95.78,114.41,7.97,5854.69,1e-26,17550363,0.0223784012521673,6.39600701209619e-06,FMT.0001E
VFG001359,"manganese ABC transporter, manganese-binding adhesion liprotein",Streptococcus pneumoniae TIGR4,6149,93,930,92.8,99.57,93.2,100.43,8.62,5874.05,1e-26,17550363,0.0219739012286843,6.28039620695254e-06,FMT.0001E
VFG048317,"transcriptional regulator",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7507,124,1242,99.44,100,99.44,100,6.29,7141.68,1e-26,17550363,0.0215060518156249,6.14667941043908e-06,FMT.0001E
VFG048429,"enterobactin synthase subunit E",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7211,161,1608,99.19,100.12,99.07,99.88,4.73,6741.23,1e-26,17550363,0.0209631466566723,5.99151080994633e-06,FMT.0001E
VFG043623,"type 3 fimbrial minor pilin subunit MrkF",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7428,63,636,99.69,100,99.69,100,11.91,7238.93,1e-26,17550363,0.0208524612913327,5.95987564687674e-06,FMT.0001E
VFG048830,"6-phosphogluconate dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,5917,141,1407,87.06,93.96,92.66,106.43,5.63,5505.49,1e-26,17550363,0.020489622023107,5.85617196949226e-06,FMT.0001E
VFG048508,"enterobactin/ferric enterobactin esterase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,6227,121,1209,98.51,100,98.51,100,5.43,5871.63,1e-26,17550363,0.0180723478443714,5.1652869315875e-06,FMT.0001E
VFG048819,"mannose-1-phosphate guanylyltransferase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,5427,142,1416,96.19,98.59,97.56,101.43,4.21,5013.63,1e-26,17550363,0.0161795583410989,4.62430570603277e-06,FMT.0001E
VFG048409,"2,3-dihydroxybenzoate-2,3-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,5046,79,786,98.22,100,98.22,100,7.23,4813.15,1e-26,17550363,0.0156440534059375,4.47125217545615e-06,FMT.0001E
VFG048639,"type VI secretion system contractile sheath large subunit VipB",Klebsiella pneumoniae subsp. pneumoniae HS11286,4786,155,1545,96.57,98.77,97.77,101.25,3.53,4337.94,1e-26,17550363,0.0148291647263762,4.23834752557428e-06,FMT.0001E
VFG048459,"enterobactin exporter EntS",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,5549,125,1242,91.79,92.91,98.79,107.63,4.66,5184.77,1e-26,17550363,0.0148032958628363,4.23095390389722e-06,FMT.0001E
VFG044322,"siderophore esterase IroE",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,4858,94,936,99.36,100,99.36,100,5.46,4581.93,1e-26,17550363,0.0140687961832498,4.02102536395904e-06,FMT.0001E
VFG048348,"phosphodiesterase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,4932,72,717,100,100,100,100,6.92,4719.24,1e-26,17550363,0.0136588361930316,3.90385403690275e-06,FMT.0001E
VFG048419,"2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3878,86,852,88.5,93.66,94.49,106.77,5.82,3627.02,1e-26,17550363,0.0127851309154031,3.65413892011459e-06,FMT.0001E
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3674,65,651,94.78,99.85,94.92,100.15,6.78,3481.06,1e-26,17550363,0.0121324133482197,3.46758465783373e-06,FMT.0001E
VFG048478,"iron-enterobactin transporter permease",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,4048,100,993,99.4,99.9,99.5,100.1,4.15,3756.59,1e-26,17550363,0.0113331667812787,3.23915070542825e-06,FMT.0001E
VFG043627,"type 3 fimbrial major pilin subunit MrkA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3348,61,609,99.34,100.33,99.02,99.67,6,3167.48,1e-26,17550363,0.0100922453922332,2.88448095863272e-06,FMT.0001E
VFG048683,"type VI secretion system protein, Hcp family",Klebsiella pneumoniae subsp. pneumoniae HS11286,2975,49,492,95.53,100,95.53,100,7.4,2828.71,1e-26,17550363,0.0100227124119423,2.86460762521173e-06,FMT.0001E
VFG048267,"periplasmic chaperone",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3575,73,726,99.86,100,99.86,100,4.95,3360.51,1e-26,17550363,0.00989305141584184,2.82754900646105e-06,FMT.0001E
VFG048439,"isochorismate synthase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3968,120,1188,87.04,87.46,99.52,114.34,3.44,3621.76,1e-26,17550363,0.00983949485055727,2.81224191802145e-06,FMT.0001E
VFG048650,"type VI secretion system baseplate subunit TssK",Klebsiella pneumoniae subsp. pneumoniae HS11286,3622,136,1344,94.27,95.01,99.22,105.25,2.79,3233.65,1e-26,17550363,0.00980756593763015,2.80311626383957e-06,FMT.0001E
VFG048449,"iron-enterobactin transporter periplasmic binding protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3202,97,960,97.92,100,97.92,100,3.58,2921.74,1e-26,17550363,0.00946112338424611,2.70409895801134e-06,FMT.0001E
VFG048488,"iron-enterobactin transporter ATP-binding protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3210,80,795,96.6,97.74,98.84,102.32,4.2,2976.31,1e-26,17550363,0.00898415426089671,2.56777564236784e-06,FMT.0001E
VFG048257,"type 1 pilus biosynthesis fimbrial protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2706,64,636,98.9,99.53,99.37,100.47,4.47,2518.51,1e-26,17550363,0.00778945529915931,2.22631680218923e-06,FMT.0001E
VFG048990,"UTP-glucose-1-phosphate uridylyltransferase subunit GalF",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,3345,90,897,75.7,76.25,99.27,131.14,3.88,3082.12,1e-26,17550363,0.00730554235872498,2.08800886296761e-06,FMT.0001E
VFG048247,"type 1 major fimbrial subunit precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2731,55,549,91.99,92.35,99.61,108.28,5.2,2568.44,1e-26,17550363,0.00725773378927748,2.07434461850354e-06,FMT.0001E
VFG049007,"transcriptional activator for ctr capsule biosynthesis",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2746,63,624,88.94,89.1,99.82,112.23,4.45,2561.88,1e-26,17550363,0.00681099797640735,1.9466623341672e-06,FMT.0001E
VFG048307,"type 1 fimbrial adhesin precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2492,92,909,87.79,89.11,98.52,112.22,2.89,2228.46,1e-26,17550363,0.00644431285567472,1.84185946746509e-06,FMT.0001E
VFG048784,"type VI secretion system lipoprotein TssJ",Klebsiella pneumoniae subsp. pneumoniae HS11286,2226,55,543,99.26,99.63,99.63,100.37,4.24,2065.94,1e-26,17550363,0.00631457699480169,1.80477945149282e-06,FMT.0001E
VFG049133,"acriflavine resistance protein A",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2671,121,1194,70.94,73.95,95.92,135.22,2.52,2328.68,1e-26,17550363,0.00612535822699742,1.75069852980146e-06,FMT.0001E
VFG048985,"phosphatase PAP2 family protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1769,64,630,92.7,98.41,94.19,101.61,3.48,1585.84,1e-26,17550363,0.00593946697328619,1.69756865028832e-06,FMT.0001E
VFG048723,"type VI secretion system immunity protein",Klebsiella pneumoniae subsp. pneumoniae HS11286,2285,53,531,72.69,77.4,93.92,129.2,5.07,2128.26,1e-26,17550363,0.00573630041521682,1.63950128812994e-06,FMT.0001E
VFG048338,"LuxR family regulatory protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2136,59,585,89.74,90.6,99.06,110.38,3.72,1964.21,1e-26,17550363,0.005427695186851,1.55129832928782e-06,FMT.0001E
VFG049040,"glycosyltransferase family 1 protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2174,114,1131,77.37,79.84,96.9,125.25,2.15,1852.48,1e-26,17550363,0.0053445364050157,1.52753058351624e-06,FMT.0001E
VFG049051,"glycosyltransferase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,2072,90,894,86.02,87.02,98.84,114.91,2.44,1814.82,1e-26,17550363,0.00522558444918834,1.49353273286547e-06,FMT.0001E
VFG048661,"type VI secretion system protein, DotU/TssL family",Klebsiella pneumoniae subsp. pneumoniae HS11286,1845,70,690,96.09,96.38,99.7,103.76,2.7,1644.9,1e-26,17550363,0.00494297283145453,1.41275904986833e-06,FMT.0001E
VFG048287,"type 1 fimbrial minor component",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1656,53,531,97.18,98.49,98.66,101.53,3.3,1500.86,1e-26,17550363,0.00475104391758922,1.35790353695327e-06,FMT.0001E
VFG049095,"lipopolysaccharide O-antigen ABC transport system transmembrane component",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1800,79,780,92.18,92.82,99.31,107.73,2.35,1575.54,1e-26,17550363,0.00468373672934023,1.33866636075136e-06,FMT.0001E
VFG048327,"transcriptional activator",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1646,72,711,89.31,89.31,100,111.97,2.33,1441.29,1e-26,17550363,0.00407299669491916,1.16410976492007e-06,FMT.0001E
VFG048237,"tyrosine recombinase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1375,61,609,97.87,98.36,99.5,101.67,2.34,1199.8,1e-26,17550363,0.00385869201778355,1.10285899895878e-06,FMT.0001E
VFG048728,"type VI secretion system immunity protein",Klebsiella pneumoniae subsp. pneumoniae HS11286,1503,54,531,76.08,77.02,98.78,129.83,3.25,1348.47,1e-26,17550363,0.00365906262820512,1.04580260064076e-06,FMT.0001E
VFG048528,"enterochelin synthetase component D",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1689,64,630,71.27,72.86,97.82,137.25,2.85,1506.21,1e-26,17550363,0.00360133086322485,1.02930219163148e-06,FMT.0001E
VFG048628,"type VI secretion system contractile sheath small subunit VipA",Klebsiella pneumoniae subsp. pneumoniae HS11286,1226,50,492,99.59,100,99.59,100,2.51,1083.64,1e-26,17550363,0.00339959569648313,9.71643937740737e-07,FMT.0001E
VFG048717,"type VI secretion system immunity protein",Klebsiella pneumoniae subsp. pneumoniae HS11286,1078,54,531,75.14,82.3,91.3,121.51,2.59,926.14,1e-26,17550363,0.00311589322509766,8.90558476099247e-07,FMT.0001E
VFG048732,"type VI secretion system immunity protein",Klebsiella pneumoniae subsp. pneumoniae HS11286,999,54,531,95.86,96.61,99.22,103.51,2.05,847.88,1e-26,17550363,0.00289506894531825,8.27444331974525e-07,FMT.0001E
VFG048297,"type 1 fimbrial minor component",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,861,51,501,86.63,87.43,99.09,114.38,1.8,719.32,1e-26,17550363,0.00217049683009674,6.20353205244578e-07,FMT.0001E
VFG048740,"PaaR repeat-containing protein",Klebsiella pneumoniae subsp. pneumoniae HS11286,611,26,258,98.84,100,98.84,100,2.45,536.45,1e-26,17550363,0.00174010011964094,4.97340826163573e-07,FMT.0001E
VFG000362,"yersiniabactin biosynthetic protein Irp1",Yersinia pestis CO92,948812,15024,9492,85.04,97,87.67,103.1,147.67,904674.34,1e-26,36384192,0.1545917426374,0.000522247510755815,FMT.0009X
VFG000363,"yersiniabactin biosynthetic protein Irp2",Yersinia pestis CO92,558209,10257,6108,86.54,98.43,87.92,101.6,131.19,528177.01,1e-26,36384192,0.0896792153346909,0.000302957623583618,FMT.0009X
VFG049144,"acriflavine resistance protein B",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,394020,5410,3147,88.69,100,88.69,100,186.46,378082.37,1e-26,36384192,0.0667186080291843,0.000225391255508784,FMT.0009X
VFG048498,"enterobactin synthase subunit F",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,335747,6731,3882,80.09,91.6,87.43,109.17,136.26,316081.22,1e-26,36384192,0.0550914170602725,0.000186111851337506,FMT.0009X
VFG048639,"type VI secretion system contractile sheath large subunit VipB",Klebsiella pneumoniae subsp. pneumoniae HS11286,336021,2677,1545,84.21,95.6,88.08,104.6,324.12,328073.24,1e-26,36384192,0.0544323093819244,0.000183885229536982,FMT.0009X
VFG000358,"pesticin/yersiniabactin receptor protein",Yersinia pestis CO92,216579,3564,2022,90.06,100,90.06,100,145.23,206115.11,1e-26,36384192,0.0333888947182239,0.000112795592157726,FMT.0009X
VFG000366,"yersiniabactin ABC transporter ATP-binding/permease protein YbtQ",Yersinia pestis CO92,197797,3187,1803,84.64,95.56,88.57,104.64,157.21,188437.81,1e-26,36384192,0.0307975798287704,0.000104041516891392,FMT.0009X
VFG048518,"outer membrane receptor FepA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,169291,3956,2229,85.55,97.31,87.92,102.77,119.81,157783.04,1e-26,36384192,0.0295478008543891,9.98194675941248e-05,FMT.0009X
VFG044326,"yersiniabactin ABC transporter ATP-binding/permease protein YbtP",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,184691,3193,1803,82.97,93.4,88.84,107.07,148.54,175328.98,1e-26,36384192,0.0284413742194198,9.60816964422596e-05,FMT.0009X
VFG043625,"fimbrial biogenesis outer membrane usher protein mrkC precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,187164,4403,2487,72.98,82.75,88.19,120.85,120.7,174358.18,1e-26,36384192,0.0282433112374999,9.54125927921172e-05,FMT.0009X
VFG048459,"enterobactin exporter EntS",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,141404,2212,1242,87.2,100.56,86.71,99.44,176.65,134902.39,1e-26,36384192,0.0250856325434138,8.47452064905015e-05,FMT.0009X
VFG044324,"yersiniabactin-associated zinc MFS transporter YbtX",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,139316,2502,1404,86.89,99,87.77,101.01,144.63,131986.28,1e-26,36384192,0.0228573165416278,7.72174274173355e-05,FMT.0009X
VFG000368,"salicylate synthase Irp9",Yersinia pestis CO92,115626,2333,1305,87.59,99.92,87.65,100.08,127.81,108810.6,1e-26,36384192,0.0189492631100207,6.40150975791582e-05,FMT.0009X
VFG000364,"transcriptional regulator YbtA",Yersinia pestis CO92,120229,1715,960,87.19,96.77,90.1,103.34,174.3,115179.82,1e-26,36384192,0.0184108532068379,6.21962214418798e-05,FMT.0009X
VFG048767,"type VI secretion system baseplate subunit TssF",Klebsiella pneumoniae subsp. pneumoniae HS11286,93481,3148,1755,85.64,97.44,87.89,102.63,87.1,84447.18,1e-26,36384192,0.0169354642030127,5.72120080453627e-05,FMT.0009X
VFG048429,"enterobactin synthase subunit E",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,108065,2878,1608,78.17,90.86,86.04,110.06,99.67,99728.62,1e-26,36384192,0.0165572341004808,5.59342572019462e-05,FMT.0009X
VFG048693,"type VI secretion system ATPase TssH",Klebsiella pneumoniae subsp. pneumoniae HS11286,92185,4764,2655,79.32,91.6,86.6,109.17,59.23,78828.57,1e-26,36384192,0.0163782043632873,5.53294523591683e-05,FMT.0009X
VFG044332,"yersiniabactin biosynthesis salycil-AMP ligase YbtE",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,97421,2828,1578,82.45,95.25,86.56,104.99,94.44,89253.77,1e-26,36384192,0.016139590659735,5.45233587697798e-05,FMT.0009X
VFG049133,"acriflavine resistance protein A",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,99604,2139,1194,88.19,100,88.19,100,118.32,93365.18,1e-26,36384192,0.016063014148416,5.42646651828101e-05,FMT.0009X
VFG000361,"yersiniabactin biosynthetic protein YbtU",Yersinia pestis CO92,85969,1976,1101,85.56,98.82,86.58,101.19,125.27,80216.75,1e-26,36384192,0.0154968632276623,5.2352073319678e-05,FMT.0009X
VFG048419,"2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,97488,1527,852,90.14,100,90.14,100,156.41,93001,1e-26,36384192,0.0151519547577063,5.1186890840976e-05,FMT.0009X
VFG048628,"type VI secretion system contractile sheath small subunit VipA",Klebsiella pneumoniae subsp. pneumoniae HS11286,90533,882,492,83.94,97.36,86.22,102.71,267.51,87919.27,1e-26,36384192,0.0145696877219029,4.9219854925243e-05,FMT.0009X
VFG043627,"type 3 fimbrial major pilin subunit MrkA",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,86129,1093,609,88.34,100,88.34,100,209.05,82904.22,1e-26,36384192,0.0144754481685908,4.89014914001781e-05,FMT.0009X
VFG048751,"type VI secretion protein TssM",Klebsiella pneumoniae subsp. pneumoniae HS11286,92459,6148,3426,70.29,79.13,88.82,126.37,46.5,75546.26,1e-26,36384192,0.0143332947353369,4.8421263443654e-05,FMT.0009X
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,83066,1869,1041,87.99,100.29,87.74,99.71,118.69,77621.64,1e-26,36384192,0.0140892230553229,4.7596731517442e-05,FMT.0009X
VFG048683,"type VI secretion system protein, Hcp family",Klebsiella pneumoniae subsp. pneumoniae HS11286,86473,883,492,89.43,100.41,89.07,99.6,241.02,83859.4,1e-26,36384192,0.0135381619822775,4.5735116732832e-05,FMT.0009X
VFG048488,"iron-enterobactin transporter ATP-binding protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,81189,1428,795,87.42,100,87.42,100,149.49,77003.37,1e-26,36384192,0.0135127525736648,4.56492777341161e-05,FMT.0009X
VFG048439,"isochorismate synthase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,91067,2131,1188,78.37,88.38,88.67,113.14,112.78,84867.83,1e-26,36384192,0.0134637823448302,4.54838447059755e-05,FMT.0009X
VFG043626,"fimbrial chaperone protein mrkB precursor",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,78921,1261,702,79.06,89.46,88.38,111.78,158.09,75216.09,1e-26,36384192,0.0112884667868277,3.81351136813189e-05,FMT.0009X
VFG048830,"6-phosphogluconate dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,60183,2535,1407,84.58,97.51,86.73,102.55,59.86,52987.07,1e-26,36384192,0.00933779898189003,3.1545295958456e-05,FMT.0009X
VFG000360,"type II thioesterase YbtT",Yersinia pestis CO92,48411,1450,804,85.2,99.38,85.73,100.63,97.59,44227.22,1e-26,36384192,0.00886594255935383,2.9951253237289e-05,FMT.0009X
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,53794,1173,651,88.48,100,88.48,100,117.43,50372.69,1e-26,36384192,0.00869209778745658,2.93639644349744e-05,FMT.0009X
VFG048478,"iron-enterobactin transporter permease",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,47740,1792,993,80.26,92.45,86.82,108.17,77.76,42622.78,1e-26,36384192,0.00811665282134863,2.74199750859977e-05,FMT.0009X
VFG048409,"2,3-dihydroxybenzoate-2,3-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,50867,1417,786,82.95,95.55,86.82,104.66,93.85,46767.07,1e-26,36384192,0.00801405038396744,2.70733597583894e-05,FMT.0009X
